Modelo,Consulta,No. Resultado más parecido,Campo,Texto,Similitud,Justificación
sentence-transformers 1,,2,resumen,"En el desarrollo del trabajo terminal se desarrollará un prototipo sistema que analice una base de datos de cambio de clima, temperatura y concentración de CO2, con series de tiempo, llamado «<Prototipo de sistema analizador de variables climáticas mediante el uso de series de tiempo» Con este prototipo de sistema se pretenden interpretar distintos datos de temperatura y concentración de CO₂ usando series de tiempo para describir diferentes comportamientos usando correlaciones mediante el análisis de fluctuaciones sin tendencias DFA",0.4625190496444702,
sentence-transformers 1,,2,objetivos,Objetivo General El objetivo del proyecto es desarrollar un prototipo de sistema que permita analizar datos específicos sobre el cambio climático recogidos a lo largo de un intervalo de tiempo con series de tiempo para describir su comportamiento. Objetivos Particulares Anali datos temperatura y concentraciones de CO₂ con series de tiempo. Utilizar la base de datos del sistema meteorológico nacional para realizar el análisis. Desarrollar una aplicación web que presente patrones de comportamiento fundamentados en la aplicación de series de tiempo.,0.4399449825286865,
sentence-transformers 1,,2,claves,"Series de tiempo, Cambio climático, Bases de Datos, Estadística, Ingeniería de Software.",0.3981915414333343,
sentence-transformers 1,,2,TOTAL,,1.775011420249939,
sentence-transformers 1,,3,Titulo,Sistema para modelados eniad-relación para fuentes de datos (DEER Tool),0.5262203216552734,
sentence-transformers 1,,3,resumen,"La fase inicial del desarrollo de un sistema de software es el análisis de las especificaciones del usuario En esta fase, es importante comprender los requerimientos que desea el usuario, para poder traducirlos en una implementación de software adecuada Un modelo muy popular empleado en la enseñanza del diseño de bases de datos es el Entidad-Relación (ER), en el cual se diagraman los conceptos mediante notaciones basadas en figuras geométricas y anotaciones, lo que facilita la comprensión del modelo En este trabajo, se pretende crear un software que permita la creación y edición de modelos ER, siguiendo la notación original de Peter P Chen[1], y agregando capacidades complementarias como las encontradas en otros modelos de datos populares",0.3976518809795379,
sentence-transformers 1,,3,objetivos,"Desarrollar un sistema de software para la creación y edición de diagramas basados en el modelo ER y EER del  Peter P. Chen, que cumplan correctamente su especificación, y realizando la validación para ayudar al usuario a minimizar errores y permitir usarlo en el desarrollo de sistemas de bases de datos completos.  Los objetivos específicos considerados son: Hacer un análisis de la especificación completa del modelo ER y EER, así como una comparativa con otros modelos en sus capacidades y complementos. Diseñar e implementar el módulo de validación del modelo de acuerdo a las especificaciones del usuario. Diseñar e implementar el módulo de graficación de las especificaciones del usuario mediante una interfaz gráfica. Diseñar e implementar el módulo de exportación del modelo generado. Integración del sistema completo y verificación de su funcionalidad basada en casos de usuario.",0.3885798156261444,
sentence-transformers 1,,3,claves,"Modelo ER, Bases de Datos, Sistema Editor de modelos. Reglas del Negocio.",0.4561707973480224,
sentence-transformers 1,,3,TOTAL,,1.768622875213623,
sentence-transformers 1,,4,Titulo,"Prototipo de aplicación móvil, que implementa realidad aumentada como una herramienta auxiliar en el aprendizaje de las matemáticas, usando el aprendizaje basado en problemas como técnica didáctica",0.3613791465759277,
sentence-transformers 1,,4,resumen,"El presente documento contiene como propuesta de desarrollo una aplicación móvil (app) utilizando realidad aumentada (RA) como una herramienta de apoyo en la enseñanza, considerando algunos temas de matemáticas que presentan un índice de reprobación alto para los jóvenes de entre 13 a 16 años situados en el nivel básico superior (secundaria) según la prueba PLANEA [1] usando como metodología el aprendizaje basado en problemas (ABP)",0.3690733313560486,
sentence-transformers 1,,4,objetivos,"Realizar una aplicación móvil que por medio de la realidad aumentada pueda ser utilizada para el apoyo en la práctica de algunos temas de matemáticas de acuerdo a los planes de estudio avalados por la SEP descritos en la tabla  Se propone utilizar un modelo predictivo para analizar los resultados obtenidos de cada usuario, midiendo la mejora de los usuarios de la aplicación mediante la comparación de las calificaciones antes del uso de esta y posterior a ella.  Desarrollar los ejercicios para la aplicación. Módulo de login. Módulo de registro. Módulo de ejercicios. Módulo de consulta de progreso y resultados. Aplicar la técnica pre-test y post-test para generar el banco de datos a analizar.  Usar el modelo de regresión lineal para realizar una predicción de las mejoras en las calificaciones que pueden tener los usuarios de la herramienta (app).",0.4559268951416015,
sentence-transformers 1,,4,claves,"Aplicaciones móviles, realidad aumentada, figuras geométricas, teorema de pitágoras, operaciones con fracciones, modelo predictivo.",0.566369891166687,
sentence-transformers 1,,4,TOTAL,,1.7527493238449097,
sentence-transformers 1,,5,Titulo,Prototipo de sistema predictivo para analizar el comportamiento de precios en Forex,0.5598369836807251,
sentence-transformers 1,,5,resumen,"El presente trabajo terminal propone el desarrollo de un prototipo de sistema que emplee un algoritmo predictivo de Machine Learning para analizar el comportamiento del precio de los activos financieros en Forex (Mercado de Divisas), para proporcionar información relevante que permita al usuario tomar decisiones más eficaces como cuánto invertir o qué tanto puede ganar o perder al realizar operaciones de compraventa, sin necesidad de tener mucha experiencia ni conocimientos amplios en el área El algoritmo procesará los datos históricos para aprender el comportamiento del precio de las divisas y así brindar sugerencias de inversión, que en medida de lo posible, generen una ganancia",0.4284477829933166,
sentence-transformers 1,,5,objetivos,"Objetivo Desarrollar un prototipo de aplicación como herramienta de apoyo para el análisis técnico de las tendencias del precio del activo financiero EUR USD en ForEx que emplee aprendizaje máquina dirigido a usuarios principiantes en análisis técnico. Buscar un indicador técnico para procesar los datos históricos del EUR USD. Comparar y elegir el modelo de clasificación de machine learning que mejor se adapte para el procesamiento de los datos generados por el indicador técnico utilizando los datos históricos del EUR USD. Implementar un módulo que se conecte a los datos históricos de ForEx a través de una API. Implementar una API capaz de brindar servicios relacionados con el modelo de clasificación de machine learning elegido, así como con los datos históricos del EUR USD. Implementar una interfaz gráfica para interactuar con el modelo de clasificación de machine learning a través de la API previamente construida.",0.3644321262836456,
sentence-transformers 1,,5,claves,"Data Mining, Forex, Machine Learn",0.2984417676925659,
sentence-transformers 1,,5,TOTAL,,1.6511586904525757,
sentence-transformers 2,Algoritmos predictivos,1,Titulo,Prototipo de software para la determinación de características para la clasificación de éxitos de ventas usando procesamiento de lenguaje natural y aprendizaje automático.,0.6467979550361633,
sentence-transformers 2,,1,resumen,"En pleno auge de la era digital, es cierto que la industria editorial se ha visto afectada en cierta forma, entre las tantas nuevas formas de recreación, además del fácil acceso a cualquier contenido que nos brinda el internet, no obstante, el avance tecnológico y las nuevas herramientas con las que contamos también pueden ser de gran utilidad para ésta industria Se propone desarrollar un sistema que a través del uso de técnicas tradicionales de aprendizaje automático para el procesamiento de lenguaje natural, como Naive Bayes, Regresión Logística o K-Nearest Neighbors, y del uso de una red neuronal pre-entrenada (BERT), pueda clasificar, o bien, predecir el éxito de novelas literarias en el lenguaje inglés, extrayendo y analizando características clave  N-gramas de distintas longitudes de un corpus compuesto por libros considerados como best sellers y otros como no best sellers Se busca obtener resultados concluyentes para determinar si las características y métodos seleccionados dan resultados suficientemente adecuados para servir como referencia para saber si es conveniente o no publicar un libro",0.630500078201294,
sentence-transformers 2,,1,objetivos,"Objetivo general El objetivo general de nuestro proyecto es el desarrollar un sistema capaz de realizar una predicción de cuán exitosa será una novela de ficción en el mercado utilizando las calificaciones de estrellas existentes en Goodreads como referencia y basándonos en el contenido de la novela. Objetivos particulares Los objetivos particulares de nuestro proyecto son:  Extraer distintos tipos de características Recopilar un conjunto de novelas de ficción en inglés con distintas calificaciones por estrellas del sitio web Goodreads. Aplicar técnicas de aprendizaje automático tradicionales en el procesamiento de lenguaje natural con librerías de python. Aplicar distintos tipos de técnicas de clasificación: Naive Bayes, Regresión Logística y K-Nearest Neighbors. Utilizar la red neuronal BERT Aplicar alguno de los 3 tipos de ajuste fino: Entrenar la red completa, entrenar algunas capas mientras se congelan (bloquean) otras capas o congelar todas las capas y adjuntar otra red neuronal. Aplicar la o las técnicas seleccionadas al corpus dedicado a entrenamiento. Evaluar el sistema",0.6418540477752686,
sentence-transformers 2,,1,claves,"Éxito de ventas, sistema predictivo, aprendizaje lenguaje natural, procesamiento automático.",0.7194583415985107,
sentence-transformers 2,,1,TOTAL,,2.638610363006592,
sentence-transformers 2,,2,Titulo,"Prototipo de aplicación móvil, que implementa realidad aumentada como una herramienta auxiliar en el aprendizaje de las matemáticas, usando el aprendizaje basado en problemas como técnica didáctica",0.5898894667625427,
sentence-transformers 2,,2,resumen,"El presente documento contiene como propuesta de desarrollo una aplicación móvil (app) utilizando realidad aumentada (RA) como una herramienta de apoyo en la enseñanza, considerando algunos temas de matemáticas que presentan un índice de reprobación alto para los jóvenes de entre 13 a 16 años situados en el nivel básico superior (secundaria) según la prueba PLANEA [1] usando como metodología el aprendizaje basado en problemas (ABP)",0.6118011474609375,
sentence-transformers 2,,2,objetivos,"Realizar una aplicación móvil que por medio de la realidad aumentada pueda ser utilizada para el apoyo en la práctica de algunos temas de matemáticas de acuerdo a los planes de estudio avalados por la SEP descritos en la tabla  Se propone utilizar un modelo predictivo para analizar los resultados obtenidos de cada usuario, midiendo la mejora de los usuarios de la aplicación mediante la comparación de las calificaciones antes del uso de esta y posterior a ella.  Desarrollar los ejercicios para la aplicación. Módulo de login. Módulo de registro. Módulo de ejercicios. Módulo de consulta de progreso y resultados. Aplicar la técnica pre-test y post-test para generar el banco de datos a analizar.  Usar el modelo de regresión lineal para realizar una predicción de las mejoras en las calificaciones que pueden tener los usuarios de la herramienta (app).",0.666263222694397,
sentence-transformers 2,,2,claves,"Aplicaciones móviles, realidad aumentada, figuras geométricas, teorema de pitágoras, operaciones con fracciones, modelo predictivo.",0.7283430695533752,
sentence-transformers 2,,2,TOTAL,,2.596297025680542,
sentence-transformers 2,,3,Titulo,"“Sistema clasificador de datos n–dimensional implementado por 5
algoritmos a través de Inteligencia Artificial”",0.639427900314331,
sentence-transformers 2,,3,resumen,"Esta propuesta de trabajo terminal busca el desarrollo de un sistema clasificador de datos que implemente algoritmos por medio de técnicas de Inteligencia Artificial (IA), para la asignación de elementos de n dimensión de datos entrantes no etiquetados en una categoría concreta conocida, con el fin de obtener clasificación supervisada a través de los paradigmas desarrollados por la estadística",0.6135048866271973,
sentence-transformers 2,,3,objetivos,Objetivo General Desarrollar un sistema de software que permita la clasificación de datos a través de algoritmos de aprendizaje supervisado por medio de Inteligencia Artificial. Objetivos Específicos Implementar un sistema clasificador capaz de etiquetar un conjunto de datos una vez que estos se encuentren ordenados.  Implementar algoritmos de aprendizaje supervisado.  Elaborar un reporte técnico.,0.6370962858200073,
sentence-transformers 2,,3,claves,"Clasificador, Estadística, Inteligencia Artificial, Estructura de Datos, Análisis de algoritmos.",0.7060890197753906,
sentence-transformers 2,,3,TOTAL,,2.5961179733276367,
sentence-transformers 2,,4,Titulo,Sistema clasificador de datos n-dimensional por medio de Inteligencia Artificial,0.5984190702438354,
sentence-transformers 2,,4,resumen,"El objetivo propuesto en este trabajo terminal es el desarrollo de un sistema clasificador que implemente al menos dos algoritmos de clasificación, que utilice técnicas de Inteligencia Artificial (IA) para el aprendizaje por refuerzo y supervisado El clasificador recibe los datos de las magnitudes o dimensiones del objeto (conjunto de datos) en formato de texto, específicamente números arábigos enteros, que, utilizando técnicas dentro del ámbito de la IA, asigna el elemento entrante no etiquetado en una categoría concreta",0.6320133209228516,
sentence-transformers 2,,4,objetivos,"Objetivo General Desarrollar un sistema clasificador de datos que se base en el aprendizaje por medio de modelos de Inteligencia Artificial, comenzando por el modelo Bayesiano para después complementar con al menos otra técnica que evite los problemas a los que se puede enfrentar este. Objetivos específicos Crear un sistema clasificador que sea capaz de etiquetar cualquier conjunto de datos siempre y cuando se encuentren ordenados. Utilizar distintas técnicas para subsanar algunos de los errores que algunos modelos de inteligencia artificial tienen.  Crear un reporte técnico. Crear un manual de usuario",0.6612766981124878,
sentence-transformers 2,,4,claves,"Clasificador, Inteligencia Artificial, estructuras de datos, análisis de algoritmos.",0.6948803663253784,
sentence-transformers 2,,4,TOTAL,,2.586589336395264,
sentence-transformers 2,,5,Titulo,Prototipo de sistema predictivo para analizar el comportamiento de precios en Forex,0.7382199764251709,
sentence-transformers 2,,5,resumen,"El presente trabajo terminal propone el desarrollo de un prototipo de sistema que emplee un algoritmo predictivo de Machine Learning para analizar el comportamiento del precio de los activos financieros en Forex (Mercado de Divisas), para proporcionar información relevante que permita al usuario tomar decisiones más eficaces como cuánto invertir o qué tanto puede ganar o perder al realizar operaciones de compraventa, sin necesidad de tener mucha experiencia ni conocimientos amplios en el área El algoritmo procesará los datos históricos para aprender el comportamiento del precio de las divisas y así brindar sugerencias de inversión, que en medida de lo posible, generen una ganancia",0.7280056476593018,
sentence-transformers 2,,5,objetivos,"Objetivo Desarrollar un prototipo de aplicación como herramienta de apoyo para el análisis técnico de las tendencias del precio del activo financiero EUR USD en ForEx que emplee aprendizaje máquina dirigido a usuarios principiantes en análisis técnico. Buscar un indicador técnico para procesar los datos históricos del EUR USD. Comparar y elegir el modelo de clasificación de machine learning que mejor se adapte para el procesamiento de los datos generados por el indicador técnico utilizando los datos históricos del EUR USD. Implementar un módulo que se conecte a los datos históricos de ForEx a través de una API. Implementar una API capaz de brindar servicios relacionados con el modelo de clasificación de machine learning elegido, así como con los datos históricos del EUR USD. Implementar una interfaz gráfica para interactuar con el modelo de clasificación de machine learning a través de la API previamente construida.",0.55522221326828,
sentence-transformers 2,,5,claves,"Data Mining, Forex, Machine Learn",0.5637364983558655,
sentence-transformers 2,,5,TOTAL,,2.585184335708618,
sentence-transformers 3,Algoritmos predictivos,1,Titulo,Generación de aleatoriedad para aplicaciones criptográficas,0.6616723537445068,
sentence-transformers 3,,1,resumen,"La generación de números aleatorios para aplicaciones criptográficas, requiere de la búsqueda de mecanismos eficaces tanto en hardware como en software, pues los ya existentes emplean demasiados recursos y tiempo de tal forma que no son capaces de satisfacer la demanda de estos valores por las aplicaciones criptográficas modernas Por ello, es de suma importancia buscar optimizaciones de los algoritmos diseñados para tal propósito en cuanto a calidad y eficiencia Así, el objetivo del presente trabajo es analizar, implementar y comparar aquellos cuya salida sean las sucesiones de números aleatorios que satisfagan los estándares definidos por el NIST",0.6135810613632202,
sentence-transformers 3,,1,objetivos,"Analizar e implementar mecanismos que permitan la generación de bits pseudoaleatorios para aplicaciones criptográficas, que satisfagan los requerimientos especificados por los estándares, mediante la combinación de algoritmos de software y hardware. Objetivos específicos Analizar los algoritmos generadores de aleatoriedad en hardware que satisfacen las pruebas de aleatoriedad establecidas por el NIST. Analizar los algoritmos generadores de aleatoriedad en software que satisfacen las pruebas de aleatoriedad establecidas por el NIST. Implementar algoritmos generadores de aleatoriedad para software y hardware. Verificar la eficiencia de los generadores de aleatoriedad de software y hardware tanto en tiempo como en calidad de los valores obtenidos. Comparar los resultados obtenidos en cuanto a calidad de los números aleatorios de salida, así como de la eficiencia de cada uno de los generadores.",0.6145921945571899,
sentence-transformers 3,,1,claves,"Criptografía, pseudoaleatoriedad, entropía, hardware reconfigurable.",0.4410277009010315,
sentence-transformers 3,,1,TOTAL,,2.330873250961304,
sentence-transformers 3,,2,Titulo,Programa solucionador de ecuaciones diferenciales de segundo orden de coeficientes variables con restricciones a través de la Ecuación de Riccati,0.5871769785881042,
sentence-transformers 3,,2,resumen,"El  sistema  desarrollado  para  este  trabajo terminal tiene la finalidad de resolver  ecuaciones  diferenciales  de  segundo  orden  valiéndose  de  un  método  matemático  alternativo el cual fue implementado y puesto  a  prueba,  siendo  comparado  en  rendimiento  con otros sistemas de resolución de ecuaciones  son  Wolfram  diferenciales,  Mathematica  y  Matlab,  permitiendo  así  observar  su  eficacia  así  como  algunos  casos  particulares  donde  nuestro  programa  arrojó  resultados donde los otros no    como   lo",0.5774579644203186,
sentence-transformers 3,,2,objetivos,"Desarrollar un método analítico alternativo al tradicional para resolver cierto tipo de Ecuaciones Diferenciales de Segundo Orden con Restricciones  Aplicación del método con ejemplos ilustrativos (Ecuación con Coeficientes Constantes y Cauchy-Euler).  Buscar alguna aplicación a algún fenómeno conocido como ejemplo ilustrativo Generar una familia de Ecuaciones Diferenciales con sus soluciones Crear un ambiente interactivo para el usuario Analizar el método desde el punto de vista computacional y matemático, para su posible extensión",0.5538808703422546,
sentence-transformers 3,,2,claves,"Ecuación de Riccati, ecuaciones diferenciales de segundo orden, solución alternativa.",0.5892019867897034,
sentence-transformers 3,,2,TOTAL,,2.307717800140381,
sentence-transformers 3,,3,Titulo,Máquina de Turing y el problema de la universalidad como sistemas dinámicas discretos,0.5638682842254639,
sentence-transformers 3,,3,resumen,"El presente documento propone la realización de una investigación sobre las máquinas de Turing mediante el análisis de su dinámica en dos dimensiones Al finalizar el trabajo terminal se presentarán como resultados una aplicación capaz de desplegar la dinámica bidimensional de cualquier máquina de Turing dadas su descripción formal y una cinta para ser procesada, las bases para una taxonomía inicial de las máquinas de Turing, y finalmente el modelo de un autómata celular computacionalmente universal",0.4301864504814148,
sentence-transformers 3,,3,objetivos,Objetivo General  Analizar las máquinas de Turing y el problema de la universalidad como sistemas dinámicos discretos. Objetivos específicos  Desarrollar una aplicación capaz de desplegar la dinámica en dos dimensiones de cualquier máquina de Turing dadas su descripción formal y una cinta para ser procesada. Interpretar el comportamiento de la dinámica espacial de algunas máquinas de Turing clásicas haciendo uso de la aplicación antes mencionada.  Esbozar una taxonomía inicial de las máquinas de Tur Construir el modelo de un autómata celular computacionalmente universal. Presentar los resultados de la investigación en un documento.,0.5178819894790649,
sentence-transformers 3,,3,claves,"Máquinas de Turing, sistemas dinámicos, computabilidad, autómata celular, patrones.",0.511509120464325,
sentence-transformers 3,,3,TOTAL,,2.023445844650269,
sentence-transformers 3,,4,Titulo,Sistema para modelados eniad-relación para fuentes de datos (DEER Tool),0.5626581907272339,
sentence-transformers 3,,4,resumen,"La fase inicial del desarrollo de un sistema de software es el análisis de las especificaciones del usuario En esta fase, es importante comprender los requerimientos que desea el usuario, para poder traducirlos en una implementación de software adecuada Un modelo muy popular empleado en la enseñanza del diseño de bases de datos es el Entidad-Relación (ER), en el cual se diagraman los conceptos mediante notaciones basadas en figuras geométricas y anotaciones, lo que facilita la comprensión del modelo En este trabajo, se pretende crear un software que permita la creación y edición de modelos ER, siguiendo la notación original de Peter P Chen[1], y agregando capacidades complementarias como las encontradas en otros modelos de datos populares",0.5031898021697998,
sentence-transformers 3,,4,objetivos,"Desarrollar un sistema de software para la creación y edición de diagramas basados en el modelo ER y EER del  Peter P. Chen, que cumplan correctamente su especificación, y realizando la validación para ayudar al usuario a minimizar errores y permitir usarlo en el desarrollo de sistemas de bases de datos completos.  Los objetivos específicos considerados son: Hacer un análisis de la especificación completa del modelo ER y EER, así como una comparativa con otros modelos en sus capacidades y complementos. Diseñar e implementar el módulo de validación del modelo de acuerdo a las especificaciones del usuario. Diseñar e implementar el módulo de graficación de las especificaciones del usuario mediante una interfaz gráfica. Diseñar e implementar el módulo de exportación del modelo generado. Integración del sistema completo y verificación de su funcionalidad basada en casos de usuario.",0.4732685089111328,
sentence-transformers 3,,4,claves,"Modelo ER, Bases de Datos, Sistema Editor de modelos. Reglas del Negocio.",0.4787636697292328,
sentence-transformers 3,,4,TOTAL,,2.0178802013397217,
